time,measurement_mode_x,measurement_range_x,bt_x,bx_gse_x,by_gse_x,bz_gse_x,theta_gse_x,phi_gse_x,bx_gsm_x,by_gsm_x,bz_gsm_x,theta_gsm_x,phi_gsm_x,backfill_flag_x,future_packet_time_flag_x,old_packet_time_flag_x,fill_flag_x,possible_saturation_flag_x,calibration_mode_flag_x,maneuver_flag_x,low_sample_count_flag_x,proton_vx_gse,proton_vy_gse,proton_vz_gse,proton_vx_gsm,proton_vy_gsm,proton_vz_gsm,proton_speed,proton_density,proton_temperature,alpha_vx_gse,alpha_vy_gse,alpha_vz_gse,alpha_vx_gsm,alpha_vy_gsm,alpha_vz_gsm,alpha_speed,alpha_density,alpha_temperature,backfill_flag,future_packet_time_flag,old_packet_time_flag,fill_flag,normal_mode_flag,proton_peak_unresolved_flag,proton_alpha_confusion_flag,proton_out_of_range_high_flag,proton_out_of_range_low_flag,proton_out_of_range_unknown_flag,proton_peak_unbounded_flag,alpha_peak_unresolved_flag,alpha_proton_confusion_flag,alpha_out_of_range_high_flag,alpha_out_of_range_unknown_flag,alpha_peak_unbounded_flag,alpha_position_low_flag,alpha_position_high_flag,alpha_peak_height_flag,possible_second_proton_peak_flag,large_flow_angle_flag,unexpected_peak_location_right_flag,unexpected_peak_location_left_flag,proton_peak_loss_flag,calibration_mode_flag,maneuver_flag,reduced_proton_quality_flag,alpha_peak_loss_flag,reduced_alpha_quality_flag,bad_proton_speed_flag,bad_proton_density_flag,bad_proton_temperature_flag,bad_proton_vx_gse_flag,bad_proton_vy_gse_flag,bad_proton_vz_gse_flag,bad_proton_vx_gsm_flag,bad_proton_proton_vy_gsm_flag,bad_vz_gsm_flag,bad_alpha_speed_flag,bad_alpha_density_flag,bad_alpha_temperature_flag,bad_alpha_vx_gse_flag,bad_alpha_vy_gse_flag,bad_alpha_vz_gse_flag,bad_alpha_vx_gsm_flag,bad_alpha_vy_gsm_flag,bad_alpha_vz_gsm_flag
1696030114680,0,1,6.71445,-4.48041,5.00092,-0.0217,-0.18521,131.85773,-4.48041,4.84268,-1.24826,-10.714,132.7748,0,0,0,0,0,0,0,0,-451.1,-20.1,69.1,-451.1,-2.6,71.9,456.8,5.77,70350.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696030690680,0,1,6.40847,-5.60465,2.42566,1.94228,17.64272,156.59734,-5.60465,2.82988,1.28377,11.55588,153.21005,0,0,0,0,0,0,0,0,-436.9,23.3,58.3,-436.9,37.0,50.7,441.4,5.71,60455.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696030722220,0,1,6.45293,-5.59515,2.6593,1.80632,16.25554,154.57892,-5.59515,3.02284,1.09411,9.76182,151.6194,0,0,0,0,0,0,0,0,-439.4,11.8,48.7,-439.4,23.5,44.3,442.3,6.32,81288.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696030760260,0,1,6.46649,-5.55913,2.28817,2.38241,21.61842,157.62767,-5.55913,2.80555,1.74369,15.64349,153.2211,0,0,0,0,0,0,0,0,-441.0,7.6,42.3,-441.0,17.8,39.1,443.0,5.94,75169.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696030798220,0,1,6.36906,-5.31889,2.48645,2.46818,22.8007,154.94511,-5.31889,3.01905,1.77755,16.20599,150.4204,0,0,0,0,0,0,0,0,-443.4,9.6,44.6,-443.4,20.3,40.9,445.7,5.74,77245.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696031063899,0,1,6.56157,-5.59327,2.09719,2.71503,24.44232,159.44653,-5.59327,2.7044,2.11087,18.76593,154.19579,0,0,0,0,0,0,0,0,-442.6,5.5,44.4,-442.6,16.3,41.7,444.8,5.24,81734.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696031525680,0,1,6.52477,-4.87672,2.05458,3.81694,35.80242,157.15414,-4.87672,2.94066,3.18478,29.21615,148.90997,0,0,0,0,0,0,0,0,-446.1,9.7,34.0,-446.1,17.8,30.5,447.5,6.11,78323.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696031614240,0,1,6.43406,-5.04432,1.57029,3.67234,34.80365,162.70872,-5.04432,2.43656,3.16466,29.46298,154.2181,0,0,0,0,0,0,0,0,-444.5,18.1,32.8,-444.5,25.7,27.3,446.1,6.21,71909.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696031620740,0,1,6.5017,-4.53054,2.50799,3.93146,37.20587,151.0322,-4.53054,3.40932,3.18165,29.29828,143.03783,0,0,0,0,0,0,0,0,-450.5,12.9,33.5,-450.5,20.8,29.3,452.0,7.02,127947.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696031873859,0,1,6.18828,-5.22153,0.55004,3.27534,31.95688,173.9866,-5.22153,1.35227,3.03344,29.35313,165.48056,0,0,0,0,0,0,0,0,-439.5,27.0,37.0,-439.5,35.4,29.1,441.9,6.86,80689.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696032106859,0,1,6.0869,-5.11671,2.07065,2.56557,24.92865,157.9676,-5.11671,2.64853,1.96342,18.81805,152.63283,0,0,0,0,0,0,0,0,-436.9,31.0,38.5,-436.9,39.7,29.4,439.7,6.22,50911.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696032200600,0,1,6.09366,-4.02773,1.29893,4.38438,46.01317,162.12566,-4.02773,2.35965,3.9169,39.99964,149.63608,0,0,0,0,0,0,0,0,-446.7,17.1,27.6,-446.7,23.5,22.4,447.8,7.31,61017.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696032451260,0,1,6.12471,-5.59564,1.97441,1.51742,14.3446,160.56471,-5.59564,2.29349,0.96993,9.11191,157.71272,0,0,0,0,0,0,0,0,-434.9,33.6,52.5,-434.9,45.8,42.4,439.4,6.19,43542.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696032475859,0,1,6.26088,-5.97255,1.54884,1.06221,9.76793,165.46198,-5.97255,1.76686,0.6367,5.83679,163.5202,0,0,0,0,0,0,0,0,-433.6,38.2,57.3,-433.6,51.4,45.8,439.1,6.27,45493.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696032599039,0,1,6.02131,-5.8823,1.24905,0.30752,2.92749,168.01189,-5.8823,1.28621,-0.01848,-0.17589,167.66592,0,0,0,0,0,0,0,0,-432.1,30.9,58.1,-432.1,44.6,48.4,437.1,5.93,49105.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696032635939,0,1,6.27509,-6.22289,0.57093,-0.57142,-5.22467,174.75795,-6.22289,0.40769,-0.69733,-6.3803,176.2517,0,0,0,0,0,0,0,0,-431.6,42.8,65.9,-431.6,58.1,52.9,438.7,5.67,49094.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696032672839,0,1,6.08577,-5.85877,1.44007,-0.79857,-7.54,166.19064,-5.85877,1.19083,-1.13728,-10.77051,168.51077,0,0,0,0,0,0,0,0,-432.5,38.1,62.9,-432.5,52.8,51.2,438.7,6.18,43120.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696032722039,0,1,6.16877,-5.90822,1.48857,-0.9648,-8.99808,165.85867,-5.90822,1.19538,-1.31064,-12.26673,168.56207,0,0,0,0,0,0,0,0,-432.2,37.3,67.8,-432.2,53.2,56.1,439.0,5.86,45851.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696032795839,0,1,6.10488,-5.7765,1.47751,-1.31093,-12.39994,165.65256,-5.7765,1.09641,-1.643,-15.61241,169.25278,0,0,0,0,0,0,0,0,-433.5,37.2,71.2,-433.5,54.0,59.4,440.9,6.15,43250.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696033653859,0,1,6.14137,-5.85509,1.7979,-0.44927,-4.1952,162.93005,-5.85509,1.62143,-0.89736,-8.40197,164.52118,0,0,0,0,0,0,0,0,-432.5,34.7,62.1,-432.5,49.5,51.1,438.4,5.76,48281.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696033776859,0,1,5.96711,-5.82028,0.66384,1.13584,10.97317,173.4932,-5.82028,0.93466,0.92585,8.92606,170.8769,0,0,0,0,0,0,0,0,-431.7,40.5,48.8,-431.7,51.7,36.7,436.3,5.73,46416.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696033875260,0,1,5.99809,-5.98715,-0.27976,0.22988,2.19639,182.67526,-5.98715,-0.21075,0.29443,2.81367,182.01598,0,0,0,0,0,0,0,0,-430.8,42.6,55.5,-430.8,55.5,42.6,436.4,5.83,48592.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696033899859,0,1,5.94216,-5.93844,0.15294,0.1443,1.39148,178.52473,-5.93844,0.18508,0.09979,0.9622,178.21487,0,0,0,0,0,0,0,0,-430.7,46.6,57.1,-430.7,59.8,43.1,436.9,5.33,50711.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696034145859,0,1,6.08787,-5.84487,1.27747,-1.12593,-10.65798,167.67114,-5.84487,0.9406,-1.41947,-13.48345,170.85788,0,0,0,0,0,0,0,0,-432.1,35.4,67.6,-432.1,51.7,56.1,438.8,5.79,50793.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696034635579,0,1,6.21038,-2.96847,3.11137,4.48067,46.17687,133.65366,-2.96847,4.17937,3.50569,34.36674,125.38495,0,0,0,0,0,0,0,0,-465.1,0.5,42.7,-465.1,11.7,41.0,467.0,7.32,152036.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696035193919,0,1,6.19453,-4.20459,2.77527,3.60437,35.58173,146.57286,-4.20459,3.63395,2.73642,26.21547,139.1637,0,0,0,0,0,0,0,0,-449.4,5.1,35.0,-449.4,14.3,32.4,450.8,6.5,128279.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696035225720,0,1,5.83116,-2.02407,2.88462,4.64592,52.81991,125.05637,-2.02407,4.01711,3.71058,39.51923,116.74176,0,0,0,0,0,0,0,0,-459.6,14.1,24.5,-459.6,20.1,19.9,460.5,8.72,109999.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696035232220,0,1,5.88715,0.10695,3.01119,5.05766,59.21571,87.96586,0.10695,4.24886,4.07361,43.7846,88.55809,0,0,0,0,0,0,0,0,-468.1,20.2,30.4,-468.1,27.6,23.9,469.5,7.12,39667.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696035259019,0,1,6.03162,0.66922,3.18308,5.07943,57.36611,78.12694,0.66922,4.42102,4.04811,42.15573,81.39239,0,0,0,0,0,0,0,0,-481.9,10.8,35.2,-481.9,19.8,31.0,483.3,8.05,119492.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696035531200,0,1,6.24061,-3.31589,3.76134,3.71515,36.53536,131.39853,-3.31589,4.61943,2.57116,24.33086,125.67134,0,0,0,0,0,0,0,0,-446.2,-3.4,38.5,-446.2,7.0,38.0,447.9,6.06,43841.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696035651039,0,1,6.15136,-3.13457,3.06732,4.31338,44.52395,135.6213,-3.13457,4.11371,3.33033,32.7788,127.30677,0,0,0,0,0,0,0,0,-454.4,-8.5,32.7,-454.4,0.6,33.8,455.7,7.48,96224.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696035847599,0,1,6.27847,-3.72938,2.43412,4.42561,44.82034,146.868,-3.72938,3.53862,3.60404,35.03181,136.50343,0,0,0,0,0,0,0,0,-451.2,15.6,26.3,-451.2,22.1,21.1,452.2,6.99,125238.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696036418059,0,1,6.09169,-3.14085,4.39536,2.81506,27.52364,125.54893,-3.14085,4.99809,1.50428,14.29648,122.14565,0,0,0,0,0,0,0,0,-445.6,-6.6,47.0,-445.6,6.5,47.0,448.1,6.21,42928.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696036506619,0,1,6.32167,-5.3618,2.65317,2.04337,18.85851,153.6725,-5.3618,3.11197,1.23705,11.28467,149.86925,0,0,0,0,0,0,0,0,-439.0,23.1,59.2,-439.0,38.4,50.6,443.5,6.07,113950.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696036740320,0,1,6.30249,-5.88729,2.06882,0.88382,8.06139,160.63834,-5.88729,2.23239,0.27857,2.5333,159.23392,0,0,0,0,0,0,0,0,-430.9,28.1,64.0,-430.9,44.6,53.8,436.5,5.19,62571.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696036863320,0,1,6.09923,-5.26399,2.97199,0.81141,7.645,150.55144,-5.26399,3.08046,-0.04305,-0.40439,149.66403,0,0,0,0,0,0,0,0,-431.7,22.4,56.2,-431.7,37.1,47.8,435.9,5.57,48266.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696037577079,0,1,6.07497,-5.70748,2.0429,0.39563,3.73404,160.30598,-5.70748,2.07155,-0.1966,-1.85455,160.05145,0,0,0,0,0,0,0,0,-428.7,23.6,63.2,-428.7,40.5,54.0,434.0,5.37,56065.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696037650879,0,1,6.14423,-5.50121,2.57108,0.93693,8.77119,154.9502,-5.50121,2.73105,0.17217,1.60573,153.59808,0,0,0,0,0,0,0,0,-429.8,18.4,52.3,-429.8,32.5,45.0,433.3,5.69,50978.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696037773879,0,1,6.14912,-5.59015,2.48556,0.61965,5.78352,156.02855,-5.59015,2.55925,-0.1105,-1.02967,155.40103,0,0,0,0,0,0,0,0,-428.0,24.5,52.5,-428.0,38.4,43.4,431.9,5.63,46677.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696038311039,0,1,6.11703,-5.12315,3.34148,-0.07692,-0.72052,146.88632,-5.12315,3.17806,-1.03505,-9.7418,148.18727,0,0,0,0,0,0,0,0,-431.3,15.7,58.9,-431.3,32.0,51.9,435.6,5.42,50959.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696038489919,0,1,6.15832,-4.34548,-1.55592,4.07686,41.4533,199.70012,-4.34548,-0.31066,4.35261,44.97394,184.08916,0,0,0,0,0,0,0,0,-441.3,39.8,37.4,-441.3,48.9,24.3,444.6,6.88,83278.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696038896879,0,1,5.96265,-3.99645,-1.21169,4.25598,45.54275,196.86682,-3.99645,0.08603,4.42427,47.90181,178.76685,0,0,0,0,0,0,0,0,-434.2,47.8,30.6,-434.2,54.7,15.3,437.9,5.77,36671.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696038972700,0,1,6.0022,-3.90477,-1.24578,4.38489,46.93222,197.69482,-3.90477,0.09413,4.55745,49.4022,178.61914,0,0,0,0,0,0,0,0,-436.7,31.4,27.3,-436.7,38.0,16.9,438.6,6.11,54473.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696039133039,0,1,6.07365,-4.82414,-0.71585,3.62001,36.58533,188.4405,-4.82414,0.38175,3.67031,37.17856,175.47539,0,0,0,0,0,0,0,0,-432.3,49.6,36.3,-432.3,58.1,20.1,436.6,5.6,47386.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696039169939,0,1,5.91749,-4.10227,-0.75151,4.19801,45.1881,190.38106,-4.10227,0.51924,4.23302,45.6711,172.7862,0,0,0,0,0,0,0,0,-434.7,57.3,33.5,-434.7,64.6,15.1,439.8,5.67,39956.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696039478320,0,1,5.66708,-4.67529,0.90742,3.07149,32.81905,169.01613,-4.67529,1.77975,2.66269,28.02472,159.15958,0,0,0,0,0,0,0,0,-431.1,32.9,48.9,-431.1,46.0,36.9,435.1,5.39,54099.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696039620300,0,1,6.03434,-4.14855,4.33515,-0.63973,-6.08562,133.73996,-4.14855,3.94635,-1.90503,-18.40291,136.43086,0,0,0,0,0,0,0,0,-440.4,9.2,82.2,-440.4,33.3,75.7,448.1,4.71,63995.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696039639539,0,1,6.08865,-3.55662,4.6607,-1.64317,-15.65679,127.34753,-3.55662,3.9569,-2.96059,-29.09422,131.95045,0,0,0,0,0,0,0,0,-449.7,-13.4,62.6,-449.7,5.9,63.7,454.2,6.5,136597.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696039664579,0,1,6.10448,-4.8222,3.73907,-0.1743,-1.63621,142.21046,-4.8222,3.51592,-1.28426,-12.14461,143.90376,0,0,0,0,0,0,0,0,-440.0,7.1,82.5,-440.0,31.4,76.6,447.8,5.52,103363.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696039676879,0,1,6.00392,-4.7064,3.71389,-0.32232,-3.07737,141.72253,-4.7064,3.44748,-1.41836,-13.66466,143.77692,0,0,0,0,0,0,0,0,-433.6,10.9,69.5,-433.6,31.1,63.1,439.3,4.94,50509.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696039789600,0,1,6.1249,-4.39783,4.12877,-1.06149,-9.98017,136.80743,-4.39783,3.61997,-2.25152,-21.56772,140.54137,0,0,0,0,0,0,0,0,-443.1,9.0,88.3,-443.1,35.1,81.6,451.9,5.56,86610.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696040305059,0,1,6.12714,-4.09473,4.45363,-0.96961,-9.10528,132.5959,-4.09473,3.94651,-2.28035,-21.84969,136.05602,0,0,0,0,0,0,0,0,-439.8,1.4,79.0,-439.8,25.4,74.8,446.8,5.31,63318.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696040908119,0,1,6.14534,-5.48869,2.48317,1.21381,11.3918,155.65723,-5.48869,2.7372,0.38371,3.57981,153.49466,0,0,0,0,0,0,0,0,-429.2,1.4,52.4,-429.2,17.6,49.4,432.4,5.93,112418.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696040926039,0,1,6.06831,-5.5441,2.04069,1.38669,13.20953,159.79219,-5.5441,2.37028,0.68489,6.48042,156.85173,0,0,0,0,0,0,0,0,-429.1,1.5,38.6,-429.1,13.4,36.2,430.8,6.15,115537.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696040962059,0,1,6.19462,-5.50813,2.57411,1.18653,11.04276,154.9519,-5.50813,2.81536,0.32808,3.03589,152.92711,0,0,0,0,0,0,0,0,-433.5,6.0,57.1,-433.5,23.4,52.4,437.3,5.76,116323.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696040998700,0,1,6.19571,-5.81505,2.06522,0.55396,5.12967,160.4475,-5.81505,2.13508,-0.11585,-1.07142,159.83856,0,0,0,0,0,0,0,0,-430.9,-2.9,98.3,-430.9,27.8,94.3,442.0,5.37,89735.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696041022859,0,1,6.28241,-6.02167,1.6063,0.79239,7.24594,165.06395,-6.02167,1.77315,0.25307,2.30862,163.59238,0,0,0,0,0,0,0,0,-429.0,-2.1,24.5,-429.0,5.6,23.9,429.7,6.41,133344.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
