time,measurement_mode_x,measurement_range_x,bt_x,bx_gse_x,by_gse_x,bz_gse_x,theta_gse_x,phi_gse_x,bx_gsm_x,by_gsm_x,bz_gsm_x,theta_gsm_x,phi_gsm_x,backfill_flag_x,future_packet_time_flag_x,old_packet_time_flag_x,fill_flag_x,possible_saturation_flag_x,calibration_mode_flag_x,maneuver_flag_x,low_sample_count_flag_x,proton_vx_gse,proton_vy_gse,proton_vz_gse,proton_vx_gsm,proton_vy_gsm,proton_vz_gsm,proton_speed,proton_density,proton_temperature,alpha_vx_gse,alpha_vy_gse,alpha_vz_gse,alpha_vx_gsm,alpha_vy_gsm,alpha_vz_gsm,alpha_speed,alpha_density,alpha_temperature,backfill_flag,future_packet_time_flag,old_packet_time_flag,fill_flag,normal_mode_flag,proton_peak_unresolved_flag,proton_alpha_confusion_flag,proton_out_of_range_high_flag,proton_out_of_range_low_flag,proton_out_of_range_unknown_flag,proton_peak_unbounded_flag,alpha_peak_unresolved_flag,alpha_proton_confusion_flag,alpha_out_of_range_high_flag,alpha_out_of_range_unknown_flag,alpha_peak_unbounded_flag,alpha_position_low_flag,alpha_position_high_flag,alpha_peak_height_flag,possible_second_proton_peak_flag,large_flow_angle_flag,unexpected_peak_location_right_flag,unexpected_peak_location_left_flag,proton_peak_loss_flag,calibration_mode_flag,maneuver_flag,reduced_proton_quality_flag,alpha_peak_loss_flag,reduced_alpha_quality_flag,bad_proton_speed_flag,bad_proton_density_flag,bad_proton_temperature_flag,bad_proton_vx_gse_flag,bad_proton_vy_gse_flag,bad_proton_vz_gse_flag,bad_proton_vx_gsm_flag,bad_proton_proton_vy_gsm_flag,bad_vz_gsm_flag,bad_alpha_speed_flag,bad_alpha_density_flag,bad_alpha_temperature_flag,bad_alpha_vx_gse_flag,bad_alpha_vy_gse_flag,bad_alpha_vz_gse_flag,bad_alpha_vx_gsm_flag,bad_alpha_vy_gsm_flag,bad_alpha_vz_gsm_flag
1695427257800,0,1,5.08198,4.64511,1.89036,-0.8222,-9.31064,22.14417,4.64511,1.62053,-1.27411,-14.51961,19.23219,0,0,0,0,0,0,0,0,-405,17.7,31.3,-405,25,25.8,406.6,4.18,40392,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695427899340,0,1,4.92198,2.82697,3.96324,-0.72583,-8.48014,54.49983,2.82697,3.64591,-1.71505,-20.39242,52.21071,0,0,0,0,0,0,0,0,-402.6,-10.7,70.7,-402.6,7.8,71.1,408.9,3.55,88046,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695428420860,0,1,4.89607,3.38624,3.31356,-1.23498,-14.61003,44.37842,3.38624,2.88294,-2.04779,-24.72434,40.41006,0,0,0,0,0,0,0,0,-402.6,9.9,50.3,-402.6,22.5,46,405.8,4.32,48386,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695428507840,0,1,5.11261,3.4664,3.51048,-1.34141,-15.21092,45.36197,3.4664,3.04486,-2.20265,-25.52001,41.29585,0,0,0,0,0,0,0,0,-403.4,12.9,53.8,-403.4,26.4,48.6,407.1,4.29,49787,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695428594820,0,1,5.04139,3.45921,3.5384,-0.96393,-11.023,45.64832,3.45921,3.16858,-1.84648,-21.48545,42.48916,0,0,0,0,0,0,0,0,-402,13.1,43.5,-402,23.9,38.6,404.6,4.52,46798,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695428681800,0,1,5.06556,3.55407,3.49161,-0.91496,-10.40606,44.49205,3.55407,3.13531,-1.78838,-20.67378,41.4179,0,0,0,0,0,0,0,0,-402.8,11.7,43.4,-402.8,22.5,38.9,405.3,4.63,45920,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695429168880,0,1,5.03984,3.79662,3.16374,-0.98811,-11.30669,39.80463,3.79662,2.79536,-1.7809,-20.69329,36.3633,0,0,0,0,0,0,0,0,-403.2,9.6,50.2,-403.2,22.4,46,406.4,4.45,48761,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695429342840,0,1,5.07704,3.62024,2.6648,-2.35988,-27.69819,36.35614,3.62024,1.9524,-2.97629,-35.88964,28.33801,0,0,0,0,0,0,0,0,-402.8,7.7,53.8,-402.8,21.6,49.8,406.4,4.33,50194,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695429429820,0,1,5.22203,4.18312,2.69519,-1.58336,-17.65038,32.79369,4.18312,2.18439,-2.23596,-25.35199,27.57316,0,0,0,0,0,0,0,0,-404.5,13.6,52.3,-404.5,26.8,46.9,408.1,4.3,47829,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695429516800,0,1,5.23836,4.19309,2.66718,-1.65667,-18.43678,32.45997,4.19309,2.13701,-2.30034,-26.04864,27.00572,0,0,0,0,0,0,0,0,-404,14.7,46.5,-404,26.5,40.9,407,4.62,45010,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695430003880,0,1,5.2861,4.17048,3.21221,-0.48134,-5.22447,37.60439,4.17048,2.96861,-1.31808,-14.439,35.44382,0,0,0,0,0,0,0,0,-402.2,6.5,38.8,-402.2,16.6,35.7,404.1,4.72,46726,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695430090860,0,1,5.1251,3.8236,2.67309,-2.12163,-24.45434,34.95755,3.8236,2.01137,-2.75701,-32.54372,27.74624,0,0,0,0,0,0,0,0,-402.8,11.8,46.6,-402.8,23.8,41.8,405.6,5.06,45617,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695430177840,0,1,4.8913,3.60615,2.18202,-2.48178,-30.48994,31.17742,3.60615,1.44058,-2.97409,-37.44765,21.77562,0,0,0,0,0,0,0,0,-404.2,8.3,54.4,-404.2,22.5,50.2,408,4.59,48046,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695430469880,0,1,5.08816,4.62402,1.09725,-1.81768,-20.93056,13.349,4.62402,0.56876,-2.04558,-23.70501,7.01224,0,0,0,0,0,0,0,0,-405,16.8,44.8,-405,28.3,38.7,407.8,4.79,43882,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695430556860,0,1,4.93325,4.26583,0.98524,-2.27352,-27.44244,13.00505,4.26583,0.33712,-2.45478,-29.84133,4.51859,0,0,0,0,0,0,0,0,-405,14.2,49.6,-405,27.1,43.9,408.3,4.79,44919,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695430720800,0,1,4.96072,4.90777,-0.31576,-0.65026,-7.53209,356.3187,4.90777,-0.47965,-0.54081,-6.25876,354.41806,0,0,0,0,0,0,0,0,-417.8,33.1,43.8,-417.8,43.7,33.2,421.4,6.07,127935,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695430953800,0,1,4.85052,3.75814,1.16688,-2.83591,-35.77901,17.24923,3.75814,0.35303,-3.0462,-38.90385,5.36651,0,0,0,0,0,0,0,0,-404.7,13.4,50.9,-404.7,26.7,45.4,408.1,4.75,46863,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695431660880,0,1,4.80443,3.30867,2.2271,-2.67867,-33.886,33.94498,3.30867,1.4009,-3.18948,-41.59502,22.94802,0,0,0,0,0,0,0,0,-403.9,14.3,50,-403.9,27.5,44.1,407.2,4.76,48957,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695431747860,0,1,4.96177,3.33975,2.31023,-2.85098,-35.07084,34.67314,3.33975,1.43116,-3.37891,-42.92097,23.19629,0,0,0,0,0,0,0,0,-403.5,9,49.9,-403.5,22.5,45.5,406.7,4.4,49968,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695431966800,0,1,4.88622,3.2837,2.3196,-2.77703,-34.63444,35.2373,3.2837,1.45545,-3.31272,-42.68531,23.90457,0,0,0,0,0,0,0,0,-401.3,-5.6,47.2,-401.3,7.7,46.9,404.1,4.53,101795,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695432017320,0,1,5.18212,3.5551,2.48238,-2.83786,-33.20428,34.925,3.5551,1.59363,-3.41702,-41.25306,24.14506,0,0,0,0,0,0,0,0,-398.9,-3.5,59.2,-398.9,13.1,57.9,403.3,3.62,63683,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695432146820,0,1,5.05893,3.60247,3.21917,-1.50063,-17.25532,41.78401,3.60247,2.67154,-2.34047,-27.55772,36.56014,0,0,0,0,0,0,0,0,-399.3,-9.3,47.2,-399.3,4.2,47.9,402.2,4.08,64389,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695432905820,0,1,5.43213,4.22743,3.25302,-1.02701,-10.89801,37.57835,4.22743,2.82544,-1.91147,-20.6025,33.75716,0,0,0,0,0,0,0,0,-396.3,-3.9,33.2,-396.3,5.8,33,397.7,3.68,42406,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695433007300,0,1,5.18331,4.20137,3.03555,-0.026,-0.28735,35.84871,4.20137,2.90156,-0.89231,-9.91291,34.62984,0,0,0,0,0,0,0,0,-397.9,-3,34.6,-397.9,7,34,399.4,4.5,66643,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695433052280,0,1,5.03493,4.11125,2.8853,-0.35098,-3.99723,35.0614,4.11125,2.66429,-1.16176,-13.34061,32.94523,0,0,0,0,0,0,0,0,-399.9,6,31.9,-399.9,14.9,28.9,401.2,4.7,58883,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695433098320,0,1,4.83137,3.50547,2.8642,-1.68823,-20.45253,39.25103,3.50547,2.26061,-2.43791,-30.30481,32.81715,0,0,0,0,0,0,0,0,-400.8,6,43.6,-400.8,18.2,40,403.3,5.1,56526,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695433138820,0,1,4.65155,3.64625,2.79234,-0.73795,-9.12832,37.44531,3.64625,2.46347,-1.50766,-18.91226,34.04368,0,0,0,0,0,0,0,0,-402.4,10.1,36.9,-402.4,20.3,32.4,404.2,5.19,45230,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695433271840,0,1,4.91979,4.06971,2.60497,-0.92517,-10.839,32.62285,4.06971,2.22855,-1.63566,-19.41854,28.70485,0,0,0,0,0,0,0,0,-403.6,12.9,42.1,-403.6,24.5,36.6,406,4.87,48426,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695433439820,0,1,4.87236,3.85916,2.75975,-1.10934,-13.16057,35.56918,3.85916,2.32124,-1.85976,-22.43872,31.02642,0,0,0,0,0,0,0,0,-408.8,17.7,42.6,-408.8,29.3,35.7,411.4,5.86,131929,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695433640840,0,1,5.02984,3.89602,2.637,-1.77947,-20.71882,34.09191,3.89602,2.00594,-2.46911,-29.39928,27.24247,0,0,0,0,0,0,0,0,-400.1,7.2,41,-400.1,18.8,37.1,402.2,4.91,88213,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695433668780,0,1,4.87326,4.08714,2.20895,-1.47119,-17.57125,28.38962,4.08714,1.68549,-2.05012,-24.87806,22.4107,0,0,0,0,0,0,0,0,-397.7,5.4,40.6,-397.7,16.9,37.3,399.8,3.8,43353,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695434287300,0,1,4.44225,2.58333,2.88981,-2.17002,-29.24185,48.20504,2.58333,2.11827,-2.92796,-41.23251,39.35092,0,0,0,0,0,0,0,0,-392.7,0.4,36.1,-392.7,11,34.3,394.3,3.95,80807,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695435077840,0,1,4.24542,-3.25769,-0.31599,-2.70393,-39.56141,185.54025,-3.25769,-1.11946,-2.48151,-35.76872,198.96457,0,0,0,0,0,0,0,0,-406,-17,-8,-406,-18.6,-2.4,406.5,,2371,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695435098840,0,1,4.42903,-3.72758,-1.44453,-1.90649,-25.49642,201.18262,-3.72758,-1.95402,-1.37957,-18.14862,207.66379,0,0,0,0,0,0,0,0,-405.6,-17,-7.9,-405.6,-18.6,-2.4,406,,10014,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695435351780,0,1,4.69846,-4.55191,-1.16405,-0.02542,-0.31003,194.34473,-4.55191,-1.11633,0.33086,4.03804,193.77951,0,0,0,0,0,0,0,0,-402.6,-26.9,88.4,-402.6,1.4,92.4,413.1,1.46,22658,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695435760320,0,1,4.59305,-4.52807,-0.49833,-0.58684,-7.34054,186.28033,-4.52807,-0.65514,-0.40435,-5.05062,188.23268,0,0,0,0,0,0,0,0,-428.3,-17.9,-8.2,-428.3,-19.6,-2.3,428.7,2.24,245290,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695435770340,0,1,4.56782,-4.51091,-0.11943,-0.70883,-8.92718,181.51656,-4.51091,-0.33246,-0.63732,-8.02027,184.21513,0,0,0,0,0,0,0,0,-420.5,-17.6,-8.1,-420.5,-19.2,-2.3,420.9,1.42,173729,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695435785800,0,1,4.58329,-4.4913,0.34636,-0.84546,-10.63003,175.59026,-4.4913,0.06824,-0.91111,-11.46613,179.12952,0,0,0,0,0,0,0,0,-451.3,-18.9,-8.7,-451.3,-20.7,-2.5,451.8,,6571,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695435983300,0,1,4.46076,-3.47612,0.96115,-2.6251,-36.04972,164.5438,-3.47612,0.09794,-2.79381,-38.77826,178.38612,0,0,0,0,0,0,0,0,-383.7,-16.1,-7.5,-383.7,-17.6,-2.1,384.1,3.32,160268,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695436425340,0,1,4.4596,-4.21643,1.11751,-0.92787,-12.00875,165.15576,-4.21643,0.76861,-1.23248,-16.04341,169.66898,0,0,0,0,0,0,0,0,-414.4,-17.4,-8,-414.4,-19,-2.1,414.8,1.45,79178,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695436725900,0,1,4.42782,-4.09409,1.58839,-0.56661,-7.35209,158.79514,-4.09409,1.32618,-1.04177,-13.60803,162.05154,0,0,0,0,0,0,0,0,-416.7,-17.5,-8.1,-416.7,-19.1,-2.1,417.2,,66168,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695436762800,0,1,4.50005,-4.12418,1.61852,-0.78863,-10.09322,158.57263,-4.12418,1.28377,-1.26234,-16.29105,162.70978,0,0,0,0,0,0,0,0,-414.8,-17.4,-8.1,-414.8,-19.1,-2.2,415.3,1.04,60076,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695437163340,0,1,4.77153,-3.90039,2.01904,1.86491,23.00684,152.6316,-3.90039,2.51176,1.116,13.52609,147.2194,0,0,0,0,0,0,0,0,-410.7,-17.2,-7.9,-410.7,-18.9,-2,411.1,,78785,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695437495360,0,1,4.45305,-4.00077,1.93299,-0.29497,-3.79806,154.21233,-4.00077,1.73218,-0.9072,-11.75491,156.5893,0,0,0,0,0,0,0,0,-408.5,-17.1,-8,-408.5,-18.8,-2,408.9,1.57,87332,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695438085320,0,1,4.29786,-1.93717,3.36544,-1.84196,-25.37723,119.92505,-1.93717,2.56655,-2.85164,-41.56743,127.04468,0,0,0,0,0,0,0,0,-370.8,-3.5,53.4,-370.8,14.3,51.6,374.6,1.48,76904,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695438765340,0,1,4.27473,-1.64764,2.99128,-2.57115,-36.97577,118.84662,-1.64764,1.94732,-3.43023,-53.36422,130.23474,0,0,0,0,0,0,0,0,-370,25.8,34.5,-370,36,23.7,372.5,1.9,61239,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695439134340,0,1,4.37575,-1.82362,2.14962,-3.34675,-49.89282,130.3095,-1.82362,0.87762,-3.87961,-62.4511,154.30081,0,0,0,0,0,0,0,0,-373.1,-4.2,57.6,-373.1,15.7,55.5,377.5,1.81,67375,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695439308300,0,1,4.39324,-1.98772,1.0483,-3.77499,-59.2351,152.19334,-1.98772,-0.31119,-3.90546,-62.74437,188.89778,0,0,0,0,0,0,0,0,-370.1,22,40.6,-370.1,34.6,30.6,373,1.57,67918,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695439767360,0,1,4.52173,0.3159,-1.77721,-4.14582,-66.47188,280.0791,0.3159,-3.10898,-3.26811,-46.28248,275.80188,0,0,0,0,0,0,0,0,-389.1,29.4,40.7,-389.1,41.7,28,392.3,4.61,71793,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695439883860,0,1,4.72482,1.03143,-1.34295,-4.41096,-68.99866,307.5255,1.03143,-2.79891,-3.66418,-50.85192,290.22943,0,0,0,0,0,0,0,0,-403.1,29,43.6,-403.1,42.4,30.7,406.5,4.42,100602,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695439900900,0,1,4.68245,0.44347,-1.39297,-4.44841,-71.80823,287.65955,0.44347,-2.85955,-3.68125,-51.83003,278.81537,0,0,0,0,0,0,0,0,-390.1,-84.6,-55,-390.1,-98.5,-21.9,402.9,4.45,108436,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695439977340,0,1,4.4857,0.7109,-0.39064,-4.41175,-79.58178,331.21124,0.7109,-1.91102,-3.99552,-62.96414,290.40518,0,0,0,0,0,0,0,0,-383.2,41.2,31.8,-383.2,49.8,15.4,386.8,3.56,70887,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695439987880,0,1,4.68841,0.69488,0.17797,-4.63321,-81.1994,14.36581,0.69488,-1.45651,-4.40192,-69.86671,295.50516,0,0,0,0,0,0,0,0,-390.1,24.9,33.9,-390.1,35.2,23.1,392.4,4.5,78099,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695440201900,0,1,4.86563,3.47357,0.38693,-3.38511,-44.0845,6.35607,3.47357,-0.83149,-3.30413,-42.77151,346.53812,0,0,0,0,0,0,0,0,-392.8,35.8,43.1,-392.8,48.7,27.7,396.7,3.83,72201,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695440229840,0,1,5.38126,3.98404,0.23445,-3.60977,-42.12908,3.36787,3.98404,-1.05447,-3.46027,-40.01755,345.17526,0,0,0,0,0,0,0,0,-389.4,37,39,-389.4,48.4,23.5,393.1,3.46,52329,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695440297320,0,1,5.21115,4.2884,0.05218,-2.96023,-34.61486,0.69718,4.2884,-0.99792,-2.78744,-32.33712,346.90024,0,0,0,0,0,0,0,0,-389,26.4,29.4,-389,35.1,18.2,391,3.76,71771,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695442337900,0,1,4.77101,-2.03177,-0.1816,-4.31295,-64.68749,185.10745,-2.03177,-1.78779,-3.92916,-55.4415,221.34512,0,0,0,0,0,0,0,0,-375.8,-56.7,-13,-375.8,-57.5,9.2,380.2,2.83,138068,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
