Timestamp,Source,Bt-med,Bt-min,Bt-max,Bx-med,Bx-min,Bx-max,By-med,By-min,By-max,Bz-med,Bz-min,Bz-max,Phi-mean,Phi-min,Phi-max,Theta-med,Theta-min,Theta-max,Dens-med,Dens-min,Dens-max,Speed-med,Speed-min,Speed-max,Temp-med,Temp-min,Temp-max,Kp
04-08-2023 18:00,1,11.34,6.71,13.83,-4.07,-11.48,4.83,3.92,-1.68,9.56,-7.36,-12.14,-2.69,128.63,23.21,259.44,-48.99,-84.2,-16.24,8.42,6.14,11.11,388.4,358.8,402,107668,64569,188489,4
05-08-2023 00:00,1,19.3,9.92,23.47,-2.21,-8.95,9.57,12.28,-5.13,20.34,-10.44,-20.39,10.06,107.04,46.81,219.07,-41.31,-75.12,57.36,11.7,3.57,27.55,413.9,365.5,460.1,125676,73752,226237,5
05-08-2023 06:00,1,11.28,6.08,16.14,0.66,-8.86,3.96,5.99,-5.61,14.8,-1.71,-11.27,13.32,80.38,10.01,345.91,-7.7,-82.65,73.96,11.78,2.57,18.96,396.4,369.5,420.7,77982,27020,186062,5.333
05-08-2023 12:00,1,5.47,3.45,6.94,-0.45,-2.75,2.04,0.23,-2.38,4.31,5.28,-2.77,6.85,153.12,27.59,318.7,75.59,-32.49,87.83,5.88,1.88,15.52,495.8,433.6,578.5,403209,159355,993438,3.333
05-08-2023 18:00,1,7.03,4.99,7.58,-4.22,-4.99,-2.36,3.69,0.16,5.6,3.63,-1.6,5.98,140.63,115.23,175.68,31.61,-18.69,55.02,6.01,0.45,6.96,484.5,403.1,499.4,416061,40772,444374,0.667
06-08-2023 00:00,1,7.38,7.07,7.76,-5.43,-6.01,-4.11,-0.52,-2.01,1.5,5.12,4.36,5.74,182.81,160.29,200.52,42.95,36.01,53.12,3.13,0.11,6.76,472.5,408.2,486.5,218257,5000,434341,0
06-08-2023 06:00,1,7.09,6.63,7.37,-5.88,-6.46,-5.24,-0.7,-1.76,0.53,3.92,2.35,4.8,186.08,173.42,196.54,33.56,20.3,41.41,6.09,3.02,6.83,483.9,469.5,487.7,419719,217449,441918,0
06-08-2023 12:00,1,6.43,3.8,7.27,-2.67,-6.15,3.91,3.66,-1.49,6.9,2,-3.13,4.71,128.67,26.2,189.96,23.05,-31.01,46.87,5.87,0.2,6.93,479.8,411,490.4,410267,6740,450046,0.333
06-08-2023 18:00,1,6.42,5.64,7.34,-3.54,-5.99,1.49,5.33,-1.55,7.16,-0.73,-3.44,1.52,123.11,77.67,194.18,-6.27,-36.12,14.54,5.92,0.14,6.85,480.9,420.6,498.5,404407,5000,448257,1
07-08-2023 00:00,1,8.74,5.27,10.13,-7.14,-8.76,1.95,-0.68,-6.04,6.54,-2.44,-8.68,2.8,182.27,66.91,221.72,-16.43,-69.16,26.7,3.76,0.21,6.43,462.6,406,483.3,220668,7723,441860,3
07-08-2023 06:00,1,7.41,7.03,12.69,-5.37,-7.42,-0.68,4.14,-1.22,11.27,2.95,-4.95,6.3,140.28,97.63,190.35,23.45,-21.97,61.48,5.95,0.63,6.88,481.7,401.5,488,407731,36199,446174,0.333
07-08-2023 12:00,1,8.03,4.61,11.84,-4.63,-8.9,3.19,-2.27,-7.01,9.97,-1.18,-6.16,7.49,186,17.75,261.01,-8.3,-48.49,66.2,6.13,1.32,7.64,477.9,412.8,493.5,346157,72768,469099,2
07-08-2023 18:00,1,8.05,6.92,9.03,-1.93,-8.07,7.34,-3.38,-6.62,1.21,-4.69,-8.15,3.04,260.14,1.51,357.5,-37.11,-79.47,21.81,3.31,0.7,7.26,493.8,480,596.8,203586,13957,438588,2.667
08-08-2023 00:00,1,6.12,3.75,6.99,-4.31,-6.05,5.42,3.65,-1.98,5.45,0.63,-5.78,2.92,132.99,1.72,356.31,5.73,-66.64,31.47,5.98,1.04,7.85,494.6,480.9,510.1,381909,97960,442326,4
08-08-2023 06:00,1,5.39,1.61,6.16,-4.67,-6.04,4.06,0.4,-5.53,3.94,0.32,-3.29,2.43,167.52,2.9,351.03,3.81,-41.18,26.36,6.07,3.1,7.47,484.8,460.9,496.6,238211,160271,432800,0.667
08-08-2023 12:00,1,6.01,2.33,7.69,5.16,-2,6.63,2.3,-0.35,7.24,-1.05,-4.11,1.07,30.15,1.97,355.41,-10.85,-35.63,21.78,6.58,3.81,10.24,486.9,458.6,509.4,227321,132469,495823,1
08-08-2023 18:00,1,6.83,5.82,7.6,0.65,-3.22,6,6.17,1.6,7.28,1.36,-3.29,3.57,82.06,16.17,120.26,11.7,-27.15,33.62,5.73,4.02,7.57,463.3,436.5,492.9,178226,113467,246616,1.333
09-08-2023 00:00,1,6.61,5.92,7.06,2.82,-3.38,5.75,5.7,3.25,6.96,0.14,-1.64,3.85,72.54,31.97,124.23,1.4,-14.26,36.09,5.85,4.47,7.93,425.9,409.1,479.6,68101,35345,218582,1.667
09-08-2023 06:00,1,5.9,2.88,7.34,5.39,-3.23,7.18,0.84,-3.24,4.51,-0.62,-2.73,3.58,9.12,0.35,359.51,-5.85,-25.64,49.57,8.11,4.63,13.38,393.3,366.7,428.3,63462,30457,112516,1.333
09-08-2023 12:00,1,6.44,3.63,7.24,4.27,2.01,5.95,3.47,-2.88,6.4,-1.93,-4.71,0.99,33.06,0.25,359.38,-17.91,-43.5,12.99,7.55,4.83,14.56,403.9,386.4,413.6,49043,27516,75564,2
09-08-2023 18:00,1,5.77,3.89,7.01,4.72,3.46,5.32,1.73,-2.32,4.27,-2.19,-3.72,0.45,16.8,1.72,356.8,-20.49,-42.91,6.42,8.78,5.77,16.53,385.2,378.3,401.2,19413,9983,45382,1.667
10-08-2023 00:00,1,4.8,3.35,5.79,4.25,0.54,4.81,-0.52,-3.59,1.37,-2.47,-3.56,-0.37,349.01,0.64,359.36,-30.43,-74.37,-5.51,3.26,0.7,6.68,396.9,353.7,454.5,91588,5000,354818,1.667
10-08-2023 06:00,1,4.34,3.4,4.72,3.41,-1.39,4.38,-1.43,-2.79,0.41,-2.07,-3.37,0.71,332.35,1.36,358.67,-28.73,-64.74,9.53,2.77,0.86,6.28,408.8,382.9,482.1,125139,32179,473390,1
10-08-2023 12:00,1,5.68,4.35,9.64,3.05,-2.8,5.96,-4.09,-8.13,-0.27,-1.5,-4.12,7.65,294.4,211.75,356.9,-16.64,-50.97,63.18,5.28,1.68,10.21,390.8,369.2,430,56044,35987,169701,1.333
10-08-2023 18:00,1,7.11,4.73,8.45,-0.25,-4.51,6.92,-3.1,-6.64,0.69,5.3,-1.85,6.95,268.87,151.72,343.81,47.53,-16.19,79.03,5.18,3.33,7.23,458.5,410.4,507,188666,100494,368374,1.333
11-08-2023 00:00,1,6.03,5.39,7.11,2.1,-2.39,4.81,-4.66,-6.43,-3.05,2.54,-0.64,4.79,291.6,238.65,325.42,24.28,-5.99,51.39,6.81,5.28,8.51,460.8,428.8,488.9,157747,82925,236093,1
11-08-2023 06:00,1,5.12,2.1,7.62,1.69,-4.64,5.39,-1.77,-5.51,4.27,1.94,-3.07,5.51,310.79,20.67,349.1,29.84,-54.19,76.77,6.34,3.58,8.04,461.6,437.2,479.1,197976,138798,237810,0.667
11-08-2023 12:00,1,6.63,5.41,7.79,3.36,-0.14,6.45,-4.2,-6.5,1.94,2.72,-3.31,6.92,309.28,11.89,350.05,24.03,-28.64,69.89,6.94,5.72,8.09,457.9,435.5,476.2,191652,159541,232841,1
11-08-2023 18:00,1,6.94,5.97,7.64,2.27,-2.64,5.21,-5.61,-7.14,-1.47,2.41,-4.37,5.46,290.59,242.54,330.78,20,-37.36,53.47,6.36,5.18,7.76,461.8,450,486.5,186832,164088,233395,0.667
12-08-2023 00:00,1,6.46,5.25,7.12,3.13,-1,5.72,-4.47,-6.41,2.3,-0.53,-4.82,5.66,305.72,4.26,354.19,-4.76,-49.98,61.45,6.34,5.23,8.01,456.2,437.3,481.8,190063,159206,242694,1.667
12-08-2023 06:00,1,5.25,4.85,5.88,3.48,-0.32,5.22,-2.69,-5.29,0.88,1.47,-3.32,5.06,320.79,1.86,357.8,16.26,-40.68,73.12,5.69,3.97,9.53,458.4,436.6,480.3,194385,146159,447210,2
12-08-2023 12:00,1,5.15,4.76,5.44,4.43,1.38,5.23,-1.74,-4.11,1.63,-1.16,-4.85,3.61,339.37,0.68,357.99,-13.27,-68.15,44.25,4.3,3.75,9.35,438.4,434.9,467.4,179236,139241,431164,1.333
12-08-2023 18:00,1,5.23,4.66,5.71,2.92,-1.04,4.86,-3.14,-5.3,1.72,-1.92,-4.64,3.45,321.29,1.01,358.06,-21.12,-64.84,42.24,5.33,3.83,7.95,448.3,432.3,461.4,186810,133677,404123,2
13-08-2023 00:00,1,5.17,4.61,5.77,4,-0.45,5.12,-2.77,-5.16,3.23,-0.28,-3.22,4.15,325.95,0.88,357.96,-3.05,-36.96,55.77,5.52,3.45,8.03,449.4,429.8,467.7,337416,114738,527047,2
13-08-2023 06:00,1,4.81,4.04,5.54,2.7,-0.98,4.62,-2.16,-4.7,1.04,2.18,-2.22,4.86,317.93,4.69,355.39,26.97,-27.74,82.41,4.36,2.7,6.9,447.1,421.4,474.3,295909,55638,488848,0.667
13-08-2023 12:00,1,4.26,3.91,4.63,2.13,-1.29,3.67,-2.94,-4.1,0.08,1.37,-1.36,4.17,302.55,160.42,335.49,19.34,-18.77,79.62,3.82,2.11,6.66,440,422.4,482.3,237829,53154,494435,1
13-08-2023 18:00,1,3.97,3.49,4.7,1.71,-1.67,3.29,-2.86,-4.47,0.45,1.53,-3.66,3.85,303.82,5.36,353.79,22.25,-63.75,67.25,2.62,0.94,6.01,344.8,329.9,487.3,11338,5000,426161,0.667
14-08-2023 00:00,1,4.04,2.78,4.98,0.49,-3.68,3.04,-2.31,-4.72,1.21,2.53,-2.84,4.31,288.59,5.87,355.35,41,-63.48,79.88,5,3.6,6.55,357.9,340.6,386.1,45381,19456,94959,1.333
14-08-2023 06:00,1,4.03,1.8,4.69,1.91,-3.75,3.58,1.68,-2.37,4.08,-0.05,-3.79,4.47,40.91,2.78,356.17,-0.94,-76.63,75.44,5.2,4.17,6.51,358.4,352,382,78982,47849,154174,0.333
14-08-2023 12:00,1,4.07,2.99,4.37,3.4,-1.25,4.13,0.76,-2.77,3.11,-1.33,-3.47,2.49,9.77,0.55,358.89,-18.74,-66.22,54.07,2.84,1.73,5.03,335.1,319.8,361.9,28554,13018,225001,1.333
14-08-2023 18:00,1,3.74,3.3,4.3,1.78,0.28,2.94,-2.79,-3.94,-1.59,-1.03,-2.8,3.5,300.49,275.52,322.39,-16.3,-52.59,58.22,3.89,2.71,5.29,326.7,317.4,337.5,24845,16905,44018,1.333
15-08-2023 00:00,1,3.33,2.86,3.82,1.7,-2.55,2.95,-2.6,-3.7,-1.17,-0.12,-2.11,2.34,295.14,209.91,331.54,-1.99,-40.26,43.31,6.83,5.13,9.35,316.2,305,332.3,17899,12850,20119,0.333
15-08-2023 06:00,1,3.76,2.43,4.42,1.25,-1.96,3.09,-3.18,-3.94,-1.21,-0.21,-2.25,2.79,290.45,216.1,335.17,-3.35,-32.79,59.05,9.66,8.29,11.88,305.2,286.4,318.4,17504,14134,37253,0.333
15-08-2023 12:00,1,6.32,4.26,7.24,4.19,-0.44,5.83,-1.7,-5.22,3.36,-2.92,-4.77,2.08,337.03,0.98,359.16,-26.23,-42.06,24.99,10.69,8.52,18.04,292.8,284.7,304.4,15075,9582,44333,1
15-08-2023 18:00,1,5.41,3.93,6.78,2.9,1.49,4.08,3.69,1.37,4.84,-2.73,-4.34,-0.88,50.25,23.78,71.28,-31.59,-45.33,-9.52,10.22,8.71,31.59,287.7,281.4,367.2,27313,8780,1285853,1
16-08-2023 00:00,1,4.75,3.06,5.82,2.18,-1.54,3.8,1.79,-3.65,4.68,0.31,-3.53,4.5,15.48,7.1,356.49,5.01,-41.67,64.34,12.9,10.4,16.03,282.2,273.6,294,19472,9862,27635,1.667
16-08-2023 06:00,1,4.79,2.91,5.77,3.12,0.4,4.14,2.39,-3.95,4.1,0.67,-3.43,4.35,30.5,1.51,359.42,8.91,-45.85,52.58,11.66,8.75,30.15,300.5,281.2,360,25580,14607,1153259,0.333
16-08-2023 12:00,1,8.24,4.79,9.01,-2.03,-3.38,1.53,2.66,-5.85,6.12,-6.91,-8.07,3.11,168.95,107.46,291.01,-57,-75.52,25.46,9.2,5.9,15.89,315.7,302.1,324.6,15674,11938,22238,2.667
16-08-2023 18:00,1,7.83,6.84,10.01,-2.03,-4.44,0.79,7.19,4.62,9.56,-1.11,-6.45,3.63,105.58,83.01,131.03,-8.1,-43.42,26.7,9.98,7.39,12,311.7,302.2,319.8,17214,12143,21408,1.667
17-08-2023 00:00,1,7.3,4.75,8.59,-1.85,-3.56,3.87,6.48,3.02,7.44,-2.01,-4,5.18,103.48,43.77,122.46,-16.88,-34.49,48.82,8.79,5.58,13.6,313.7,302.8,324.1,18796,10355,39938,2.333
17-08-2023 06:00,1,7.41,6.58,8.8,-0.73,-3.45,0.53,6.86,4.17,8.22,1.52,-5.42,5.6,99.14,85.28,119.29,11.82,-50.39,43.59,1.51,0.55,6.25,444.3,308.6,477.4,62423,9640,272501,2
17-08-2023 12:00,1,6.77,4.98,9.13,-2.1,-5.57,1.31,5.07,0.2,6.58,-1.77,-5.88,8.65,112.17,66.07,151.97,-15.34,-55.6,75.99,9.74,3.5,19.75,324.1,315.6,337.1,18952,13071,28614,1.667
17-08-2023 18:00,1,9.34,6.85,10.94,1.19,-4.69,6.88,-4.1,-7.93,5.72,6.55,-6.47,10.64,291.3,70.73,339.49,51.85,-55.13,82.53,19.36,15.2,22.4,323.5,313.1,339.6,27044,20972,57606,1.333
18-08-2023 00:00,1,12.8,6.08,14.93,7.86,-1.79,10.88,-7.09,-10.97,2.33,-0.43,-8.81,10.98,318.72,7.31,354.33,-2.46,-71.14,48.83,7.95,5.59,20.46,441.7,310.8,456.1,194557,46289,230073,2
18-08-2023 06:00,1,10.55,9.23,14.27,7.03,1.61,10.43,-4.81,-9.34,1.77,1.61,-10.92,10.34,329.01,0.33,355.95,8.97,-65.89,77.37,6.71,4.87,9.2,474.7,427.4,499.9,209882,103905,333984,3
18-08-2023 12:00,1,10.26,6.51,11.74,5.59,-3.25,8.1,-5.21,-8.68,5.41,4.03,-3.63,11.17,322.66,11.42,348.89,26.1,-23.69,80.27,7.66,6.07,10.36,483.5,468.2,508,216154,95791,377140,1.333
18-08-2023 18:00,1,6.27,3.06,6.91,3.14,-0.6,5.81,-4.16,-6.21,-0.6,0.52,-5.72,4.19,307.9,259.6,344.78,4.66,-79.16,50.61,6.89,4.98,9.55,489.5,461.7,522.3,239905,105475,485397,2.333
19-08-2023 00:00,1,3.1,1.87,3.68,2.31,-2.84,3.02,-1.84,-2.72,0.38,0.68,-1.3,2.49,313.13,163.28,344.36,11.95,-28.38,65.52,7.4,4.52,9.63,495.9,462.4,520.8,271050,110869,487741,2.333
19-08-2023 06:00,1,3.17,2.77,3.91,2.06,-1.35,3.42,-1.72,-3.19,1.42,0.65,-2.32,2.88,323.96,1.3,357.61,11.51,-52.54,62.06,4.77,3.82,8.03,457.4,432,485.9,165863,119341,385824,1
19-08-2023 12:00,1,6.33,3.99,8.12,0.72,-5.15,4.9,-4.08,-7.49,2.38,3.24,0.16,5.6,281.58,8.77,348.38,36.91,1.92,67.39,7.91,4.27,9.9,466.4,430.9,507.1,139402,66507,203294,1.333
19-08-2023 18:00,1,7.58,6.24,8.84,-3.76,-7.2,5.27,-5.02,-7.92,3.58,0.96,-6.09,5.64,232.5,148.71,323.64,7.53,-45.56,54.78,3.84,2.19,10.88,487.9,435.5,498.8,134104,41207,228042,3
20-08-2023 00:00,1,8.1,3.61,10.15,1.66,-7.52,8.43,-2.25,-8.39,5.59,2.87,-5.22,6.57,281.53,3.95,357.69,20.15,-58.18,56.56,2.22,0.17,8.86,501.9,483.8,576.1,116937,9524,420558,3.333
20-08-2023 06:00,1,7.31,6.25,9.36,3.99,-1.4,7.82,-2.7,-6.15,6.53,5.04,-2.49,7.3,327.06,2.53,357.25,39.99,-22.77,81.42,0.55,0.1,4.09,590.9,484.4,606.5,19517,5000,194055,1.333
20-08-2023 12:00,1,7.57,6.7,8.46,5.65,1.65,7.63,-3.22,-6.78,5.09,3.11,-3.23,5.95,334.46,1.53,358.65,24.46,-27.98,54.92,0.32,0.1,2.34,562.6,515.7,604.7,14041,5000,202222,1
20-08-2023 18:00,1,6.88,5.55,8.64,4.16,-0.02,6.83,-4.61,-8.08,4.32,1.93,-4.85,5.35,315.75,3.08,357.32,15.98,-60.4,55.12,0.17,0.1,4.61,600.7,478.1,610.5,12031,5000,235202,2
21-08-2023 00:00,1,6.73,5.6,7.09,5.08,2.08,6.43,-3.82,-6.31,1.49,1.18,-2.96,3.96,325.57,3.01,357.27,10.38,-32.01,35.37,0.56,0.1,2.82,586.3,488,604.9,21089,5000,193339,2
21-08-2023 06:00,1,5.37,2.55,6.42,3.48,-3.11,5.78,-1.67,-5.94,4.54,0.77,-4.21,3.38,341.33,3.4,358.47,8.49,-66.75,37.14,0.23,0.1,3.07,538.2,486.1,610.5,13499,5000,159740,2.667
21-08-2023 12:00,1,4.32,3.76,5.02,2.94,-0.1,4.16,-2.61,-3.98,3,1.38,-3.21,3.45,320.46,21.06,352.79,18.57,-51.96,52.77,0.98,0.16,2.35,519.8,509.1,598.7,68832,5000,191544,2.667
21-08-2023 18:00,1,4.33,3.93,4.59,3.22,1.62,4.2,-2.02,-3.85,0.35,1.23,-2.63,2.97,329.27,1.39,358.88,17.32,-40.98,41.85,2,0.41,6.53,524.8,500.2,553.1,57716,11308,265378,2
22-08-2023 00:00,1,3.25,1.61,4.48,1.36,-1.88,3.56,-1.16,-3.18,1.71,-1.36,-3.76,2.9,321.53,4.73,356.38,-28.04,-83.17,57.19,4.21,0.9,10.38,509.2,484.7,531.4,229345,42034,435203,2.333
22-08-2023 06:00,1,2.98,1.7,4.77,2.11,-4.29,2.96,-0.27,-2.74,1.76,-0.76,-3,1.37,348.48,3.92,356.9,-15.2,-57.64,25.35,5.66,1.57,9.37,495.1,458.5,513.1,215755,56224,411078,2
22-08-2023 12:00,1,3.24,2.7,3.52,2.69,-2.05,3.41,-0.2,-3.03,1.77,0.56,-1.11,2.08,341.39,0.84,358.38,10.42,-21.68,38.58,5.54,3.22,7.77,456.9,424,476.3,198483,47473,291930,1.333
22-08-2023 18:00,1,3.63,2.83,4.19,-0.26,-3.48,3.32,-2.49,-3.89,0.63,1.91,-1.74,3.68,267.15,14.24,355.46,32,-30.47,77.83,5.8,2.63,7.83,451.7,424,492.3,198281,49040,282450,0.667
23-08-2023 00:00,1,3.79,2.6,4.85,-1,-3.34,3.34,-2.52,-3.81,0.48,1.7,-1.89,3.86,257.63,5.35,357.99,28.83,-30.47,68.67,5.36,2.67,7.63,430.8,408.2,462.1,67666,48012,265890,1
23-08-2023 06:00,1,4.33,3.17,4.79,-0.92,-3.76,2.19,-2.76,-4.33,2.33,2.66,-0.86,4.34,252.99,3.79,339.27,40.53,-11.35,76.78,4.57,3.02,7.44,426.4,415.2,459.7,60392,42967,230815,0.333
23-08-2023 12:00,1,4.8,3.78,5.23,-1.86,-3.06,3.54,-3.53,-4.72,1.37,2.21,-0.16,4.2,252.59,2.07,356.53,28.19,-2.05,60.15,3.48,2.33,5.77,425.5,405.4,448.3,63804,51293,193247,0.333
23-08-2023 18:00,1,5.92,4.47,6.49,0.4,-2.36,4.12,-5.15,-6.18,2.33,2.29,-1.44,4.32,278.68,2.32,349.99,23.67,-15.14,46.76,3.46,1.7,5.65,413.8,394.4,430.7,67344,48366,352342,0.667
24-08-2023 00:00,1,5.96,5.37,6.77,0.48,-1.26,2.55,-5.37,-6.49,-3.29,1.92,-2.83,4.99,275.65,254.8,298.75,18.87,-29.89,54.39,3.04,2.31,5.82,406.6,398,429.7,71534,49904,376498,0
24-08-2023 06:00,1,6.01,5.03,7.33,4.3,1.2,5.81,-2.35,-5.3,3.01,2.59,-1.86,5.21,335.31,4.38,356.16,24.29,-20.71,59.06,2.63,0.69,5.74,409.6,395.8,434.6,82937,46889,357531,0.667
24-08-2023 12:00,1,7.77,2.44,8.92,2.58,-2.43,6.06,-4.79,-7.75,4.48,-1.34,-7.17,7.5,300.77,22.24,347.64,-10.29,-74.64,62.62,6.13,3.51,12.75,416.7,395.2,477.2,78113,46595,341488,1.667
24-08-2023 18:00,1,4.68,3.48,5.61,-3.48,-5.13,1.53,1.98,-0.28,4.58,-0.4,-4.89,2.81,143.85,39.15,184.26,-5.26,-76.24,35.41,8.86,5.92,11.28,479.2,456,500.5,281425,215160,371599,3
25-08-2023 00:00,1,2.4,0.84,4.99,0.24,-2.74,3.11,0.04,-2.68,3.72,1.03,-4.15,3.11,19.84,1.91,356.68,37.56,-82.05,82.47,5.04,2.81,7.79,466.7,448.9,504.8,315174,78468,499937,2
25-08-2023 06:00,1,3.08,2.11,4.15,0.84,-2.71,3.04,2.36,-3.5,3.46,0.36,-2.19,3.43,68.71,5.56,310.92,6.48,-43.5,68.61,1.96,0.86,3.53,435.2,428.1,557.5,37581,25341,477624,0.333
25-08-2023 12:00,1,3.71,3.06,4.42,-0.15,-1.78,2.23,3.02,0.57,4.28,-1.32,-3.53,1.17,91.24,30.67,151.1,-22.79,-71.93,17.98,5.84,1.25,7.22,474.8,434.3,490.4,450751,25152,571762,1
25-08-2023 18:00,1,5.03,4.46,5.9,-0.61,-2.8,1.76,4.61,2.18,5.58,-0.28,-4.05,2.94,98.38,67.63,125.77,-3.29,-60.69,32.66,6.05,3.98,7.5,485.9,459.1,492.7,516914,170539,611647,0.667
26-08-2023 00:00,1,7.51,5.83,7.86,-1.84,-4.87,0.64,6.53,1.09,7.58,-1.1,-6.74,1.93,107.48,82.09,160.29,-8.63,-69.03,16.9,5.52,2.33,7.26,458.8,406.5,490.8,325870,63398,543594,1.333
26-08-2023 06:00,1,6.92,5.44,7.75,-5,-6.56,-0.18,2.68,-5.99,7.65,-1.79,-3.2,2.13,151.45,85.77,256.43,-14.95,-26.91,17.53,3.61,1.89,6.31,448.2,425.4,468.2,97681,56340,364196,2
26-08-2023 12:00,1,6.79,5.63,7.53,-5.77,-6.64,-0.3,-1.23,-4.25,4.79,-2.22,-5.89,0.58,188.82,93.37,219.13,-19.72,-51.75,5.11,3.67,1.97,6.81,428.8,406.3,445.1,92733,48900,140110,1.667
26-08-2023 18:00,1,6.82,5.71,8.42,-5.18,-7.09,-0.06,1.31,-5.57,6.11,-0.8,-7.03,4.28,169.02,113.76,263.28,-6.87,-86.27,38.71,6.11,4.55,8.16,403,384.2,417,80101,56891,120190,1.333
27-08-2023 00:00,1,5.44,3.32,6.75,-1.28,-4.74,0.59,3.25,-6.09,5.89,-3.41,-6.09,0.57,117.88,77.09,261.73,-41.05,-80.6,5.42,3.5,1.29,6.28,393.6,372.8,426.2,67682,39232,232396,3.333
27-08-2023 06:00,1,4.06,1.96,5.8,0.45,-2.37,2.19,3.2,0.69,5.15,-1.83,-3.06,1.61,80.41,19.06,119.95,-29.01,-54.38,19.01,3.68,0.36,5.35,380.8,372,411.1,49475,12881,94002,2.333
27-08-2023 12:00,1,6.1,5.76,6.58,-1.38,-5.05,2.1,5.05,-1.71,6.38,-1.97,-5.1,2.25,107.43,66.46,197.97,-19.14,-54.5,22.54,0.86,0.23,5.44,413.5,390.7,474,50925,5805,345690,1.667
27-08-2023 18:00,1,6.2,5.69,6.55,1.03,-2.44,2.64,5.68,3.19,6.38,-1.19,-5.05,2.53,82.67,62.77,125.72,-11.32,-50.87,24.12,1.54,0.14,5.26,354.3,329.9,467.2,7259,5000,207746,2.333
28-08-2023 00:00,1,5.44,4.11,5.77,0.36,-0.85,2.02,3.84,1.28,5.45,-3.45,-5.45,3.67,85.13,67.14,116.93,-41.08,-75.26,45.58,2.85,0.91,4.42,337.7,324.8,348.9,9487,5000,19777,1.333
28-08-2023 06:00,1,5.25,4.56,5.63,0.21,-2.89,2.01,3.67,1.59,4.86,-3.6,-4.72,-1.28,87.75,64.99,132.1,-44.55,-68.76,-14.19,5.69,3.6,7.39,325.6,308.4,332.5,17838,11517,23065,1.667
28-08-2023 12:00,1,5.42,3.01,7.07,1.96,-4.85,3.55,3.8,-5.77,5,-2.9,-5.37,1.17,69.85,38.02,230.08,-30.19,-63.36,10.78,6.32,3.71,11.9,325.3,318.8,340,26110,19827,35599,1.333
28-08-2023 18:00,1,7.49,5.55,8.1,1.03,-2.25,3.11,-5.34,-7.02,-3.19,4.51,0.3,6.99,280.24,245.88,305.75,37.9,3.09,63.22,3.1,1.23,5.84,327.7,314.2,346.8,18061,12442,26170,2
29-08-2023 00:00,1,7.31,5.98,8.2,1.92,-4.41,4.79,-3.93,-5.77,-0.3,5.6,1.61,6.58,287.49,13.37,341.41,49.66,14.81,61.66,2.96,1.18,7.46,340.3,321.6,368.5,17910,7602,45644,0
29-08-2023 06:00,1,6.59,4.25,7.88,2.65,-2.77,5.55,-3.22,-5.58,1.44,-0.94,-6.49,6.19,305.95,11.66,355.2,-9.18,-86.49,54.35,3.49,2.02,5.25,347,320.3,374.5,67416,14256,197469,0.333
29-08-2023 12:00,1,5.87,5.03,6.63,4.75,1.23,6.14,-2.12,-5.27,1.59,1.16,-4.95,4.34,335.36,1.24,358.75,11.5,-57.92,41.39,2.51,1.26,4.02,340.6,310,391.9,72993,14445,273825,2
29-08-2023 18:00,1,5.6,4.91,6.21,5.03,2.22,5.98,-1.41,-5.71,2.13,0.42,-3.62,3.1,345.91,0.25,359.26,4.3,-39.78,36.89,1.49,1.1,3.15,312.9,296.9,410.5,23805,13998,76921,1
30-08-2023 00:00,1,5.4,4.62,6.03,4.8,0.38,5.51,1,-2.51,4.03,-0.3,-4.13,2.99,13.01,0.22,359.25,-2.99,-49.08,30.54,1.47,0.95,4.71,321.2,296.1,412.2,30942,15667,49799,2
30-08-2023 06:00,1,5.19,2.37,6.02,3.49,-0.22,4.66,0.4,-2.03,3.21,-1.74,-4.84,5.42,6.16,0.56,359.33,-21.38,-80.32,75.41,2.08,0.9,6.38,309.7,298.5,413,26325,13611,47840,1
30-08-2023 12:00,1,6.46,4.94,7.32,2.83,-3.09,5.89,-4.42,-6.51,1.46,1.07,-5.96,5.22,300.47,19.44,336.95,8.73,-75.13,55.31,5.11,2.8,8.94,314,301.8,331.9,30207,20242,66790,2
30-08-2023 18:00,1,6.35,4.91,7.12,4.01,1,5.75,-1.57,-4.97,3.9,4.1,-0.49,6.2,341.4,3,359.29,39.8,-4.59,68.76,4.8,0.92,8.86,306.9,293.4,410.1,34449,23837,61167,1.333
31-08-2023 00:00,1,6.66,4.65,8.29,3.66,-1.66,7.85,-1.02,-6.04,5.65,-2.1,-5.75,6.34,343.88,1.66,357.85,-17.22,-60.79,71.17,3.3,1.73,6.04,307.4,291.4,326,30832,12938,64600,0.667
31-08-2023 06:00,1,8.04,5.7,10.71,0.75,-3.37,5.54,-0.1,-7.94,6.37,6.58,-5.88,10.53,337.98,2.08,351.35,47.31,-77.1,86.48,5.86,3.81,7.97,323.8,296.5,340.6,40798,28125,58730,1.667
31-08-2023 12:00,1,8.55,5.23,12.39,1.61,-6.52,7.03,-3.77,-8.48,12.22,3.35,-6.15,7.39,319.6,5.91,355.5,23.6,-31.39,56.65,6.9,1.93,12.28,322.8,298.6,427.7,33013,23777,126542,1
31-08-2023 18:00,1,10.85,9.75,12.07,0.31,-8.53,6.96,10.08,5.55,11.8,1.27,-4.88,7.77,86.62,43.91,136.91,6.54,-28.6,49.27,4.99,1.82,10.69,410.5,370.5,435.8,90832,61402,187458,2
